id,BG,AG,HA,ED,HE,SE
24459, ,1,0,4,0,1
24460,0,3,2,4,2,2
24461,2,2,0,5, ,1
24462,2, ,1,3,0,0
24463,0, , ,2,2,1
24464,0, ,2,8,0,0
24465,0,0,1,3, ,1
24466,2,1,1,8,3,2
24467,1, ,0,3, ,1
24468,1,3,2,8,1,0
24469,0,2,0,1,3,1
24470, ,4,0,4,0,0
24471, ,2,0,7,3,0
24472,0,4,0,2,2, 
24473, ,2,1,10,0,0
24474,0,0, ,2,3,2
24475,0,0,2,3,2,0
24476,0,3, ,5,2, 
24477,0,2,0,10,1,1
24478,1,0, ,1,2,1
24479, ,0,2,9,1,0
24480,0,2,1, ,0,1
24481,1, ,0,8,3,0
24482,2,1,0,6,3,2
24483,2,3,2,7, ,0
24484,1,1,2,1,2,1
24485,2,4,1,1,1,0
24486,2,0,0,2,3,1
24487,0,2,2,0,1,0
24488,2,1,0,3,1,2
24489,2,4,0, ,2,2
24490,1,4, ,10,3,1
24491,1,4,1,2,3, 
24492, ,0,2, ,2,0
24493,0,4,2, ,1,1
24494,1,2,0,1,0,2
24495,2,3,2,10,3,0
24496,1,3,1,2,3,0
24497,0,2,2,1,2,0
24498,1,3,2, ,1,2
24499,2,3,1, ,1,2
24500,0,1,0,10,3,0
24501,0,1, ,4, ,2
24502,0,1,1, ,0,1
24503,1,0,1,4, ,0
24504,1,4,2,3,1,1
24505,2,3,0,3,1,2
24506,2,4,1,5,2,0
24507,2,2,1,0,0, 
24508,0,0, ,8,0,0
24509,1,0,1,8,0,0
24510,2,3,2,1,1,2
24511, ,0,2,0,3,1
24512,0, ,2,0,2,1
24513,0,2,1,5,3,1
24514,1,2,0, ,2,1
24515,2,2,1,2,3,1
24516,2,2,0, ,1,1
24517,0,1,2,2,1, 
24518,0,0,0,1,0,0
24519,1,0,1,4, ,2
24520,2,3,0,0,0,2
24521,1,4,2,5,0,0
24522, ,0,1,3,2,2
24523,1,4,1,5,0,1
24524,2,4,1, ,1,1
24525,1,0,0, ,0,2
24526,0,3,2,8,0,0
24527, ,1,2,1,3,0
24528,1,3,1,2,1,2
24529,0,4,0, ,3,0
24530,0, ,0,7,1,2
24531,2,4, ,5,1,2
24532,1,3,1,9,2,2
24533,0, ,1,5,1,2
24534,0,1,1,2,1,2
24535,1,4,2, ,1,0
24536,1,4,2,4,1,1
24537,0,2,2,7,0,1
24538,1,0,2,10, ,2
24539, ,0,1,7,3,1
24540,0,2,1,0,0,0
24541,0,2,2,1,3,2
24542,1,0,1,1,2,1
24543,0,0,1,0,2,0
24544,1,3,0,1,1,2
24545,2,3, , ,3,1
24546,1,4,2,6,1, 
24547,2,1,1,4,3,2
24548,1,0,0,6,0,1
24549,2,1,2,9,2,0
24550,2,1,2,3,3,1
24551,1, , , ,3,0
24552,0, ,0,1,0,2
24553,1,3,1,7,3,2
24554,1,3,1,8,2,0
24555,0,1,1,4,0,2
24556,1,0,1,2,2,2
24557,2,1,1,9,0,2
24558,2,4,2,6,3,2
24559,0,2, ,6,3,1
24560, ,4,2,8, ,0
24561,0,3, ,2, ,1
24562,0,4,1,2,3,1
24563,1,4,2,1, ,0
24564, , ,1,4,0,2
24565,1,4,2,4,2,0
24566,1,3,1,1,1,2
24567,2, ,1,1,2,0
24568,2,4,2,7,1,1
24569,2,4,1,9,2,1
24570, ,2,2, ,1, 
24571,2,0,1,2,1, 
24572,2,3,0,6,3,0
24573,1, ,2,10,3,1
24574,0,3,2,9, ,2
24575,2,2, ,10,3,0
24576,0,3,1, ,2,0
24577,0,0,2,5,1,0
24578,1, ,2,7,1,2
24579,0,4,0,6,0,0
24580,0,4,0,3,1,0
24581,0,0, ,1,2,2
24582,2,0,0,4,0,2
24583,0,3,2, ,1,2
24584,1,3,1,3,3, 
24585,2,1,0,6,2,1
24586,1, ,0,6, ,0
24587,2, ,1, ,1,1
24588,0,2,1,2,1,0
24589,1,1,2,1,3,2
24590, ,1,2,3,3,2
24591,2,2,1,5,2,0
24592,1,4,1,8,0,0
24593,0,1,2,2,0,2
24594, ,3,2,6,3,2
24595,1,0,0,9,2,0
24596,1,1, ,1,2,0
24597,2,0, ,0,2,2
24598,1,3,0,4,2,2
24599,2,4,0,9,2,1
24600,2,1,0,6,1,2
24601,1,1,0,4, , 
24602,0,3,1,2,2, 
24603,0,1,0,1,1,1
24604,2,4,1,10,3,1
24605,1,1,0,7,1,2
24606,2,4,0,4,0,0
24607,2,2,0,10,2,0
24608,0, ,2,10, ,0
24609,0,0,0,8,2,2
24610,0,3,0,1, ,2
24611,1,1, ,4,1,0
24612,0,0,1,1,1, 
24613,1,4,2,5,1,1
24614,1,0,2, ,3,0
24615,1,1,2,9,2,0
24616,0,3,0,9, ,2
24617,0,2,0,7,3,1
24618, ,4,2,10,0,2
24619,2,2,1, ,0,0
24620,1,4,0,3,2,2
24621,2,4,0,9,0,2
24622, ,3,2, ,2,0
24623, ,0,0,0,3, 
24624,2,2,0,6,3,2
24625,0,2,0,2,2,2
24626,1,2,2,1,3,0
24627,1,2,1,10, ,1
24628, ,4,2,0,3,0
24629, ,4,1,10,2,1
24630,1,3,1,3,0,2
24631, ,2, ,1,3,0
24632,0,1,2,4,2,1
24633,1, ,0,8,0,1
24634,1,1,1,8,1,0
24635, ,3,0,4,1,0
24636,0,4,1,10,3,2
24637,2,2,0,9,2,2
24638,2,2,0,8,1,0
24639,0,0,2,2,2,1
24640,0,4, ,5,2,0
24641,1,4,0,1,0,2
24642,1,1,1,3, ,2
24643,0, ,2,1,3,1
24644,0,1,0,9,3,1
24645,2,2,2, , ,0
24646,2,2,1,2, ,0
24647,1,0,0,10, ,2
24648,2,3,1,6,2,1
24649, ,0,0,10,3, 
24650,2, ,2,3,3,2
24651,1,1,2,6,3,2
24652,1,4,1,9,0,2
24653,2,1,0,1,3,0
24654,0,0,2,9,0,0
24655,0,0,2,10,0,0
24656,0, ,1,7,1,0
24657,1,1,2,2,2,2
24658,0,2,1,2,0,2
24659,1, ,2,10,2,2
24660,0,2,2,9,1, 
24661,0,2,0,7,2,2
24662,0,0,1,3, ,2
24663,0,1,1,4,0,1
24664,2,2,0,8,2,0
24665,2,3,1,8,0,0
24666,2,0,0,4,0, 
24667,2,1,2,1,3,1
24668,2,1,1,6, ,0
24669,2,0,0,9,2,1
24670,2,4,2,9,0,1
24671,2,2,1, ,0,0
24672,0,3,1,2,0,1
24673,1,4,1, ,3,1
24674,0,3,1,8,3,0
24675,1,1,1,5,1,0
24676,2,1,0,3,2,0
24677,2,4,0,5,3,2
24678,2, ,2,2,0,1
24679, ,0,1,7,2,0
24680, ,3,0,6,3,2
24681,0,3,0, ,1, 
24682,0,2,2,8,2,0
24683,2,4,2,1,1,0
24684,2,4,2, ,1, 
24685,0,4,0,3,3,1
24686,1,3,0,1,1,2
24687,0,4,2,6,1, 
24688,1,2,2,3,3,0
24689,0,0,1,5,1,1
24690,1,4,2, ,1,1
24691,2,2,0,5,1,2
24692,1,3,0,10,2,2
24693,2,4,1,4,0,0
24694,1,3,2,2,2,0
24695,1,1,2,9,1,0
24696,0, ,2,5,2,0
24697,1,1,0,8, ,2
24698,0,3, ,7,3,0
24699,0,2,1,2,0, 
24700,0,4,2, ,0,2
24701,2,4,1,8,1,0
24702,0,4,2,6, ,0
24703,2,2,2, ,0,2
24704,0,3,1,6, ,1
24705,0,0,1,4,3,0
24706,1,3,0,4,0,0
24707,1,1,1,10,2,1
24708,0,3,2,2,1,0
24709, ,1,1,1,2,1
24710,0,1,2, , ,1
24711,0, ,2,0,3,1
24712,2,3,2,3,1,2
24713,2,1,0, ,3,0
24714, ,3,0,3, ,1
24715,0,3,1,2,3,0
24716,1,1,0,5,3,2
24717, ,1,1, ,2,1
24718,2, ,0,0,3,0
24719,1,1,2,8,3,0
24720,1,2,2,2, ,2
24721,2,2,0,1,0,1
24722,0,4,0,9,3,2
24723,2,4, , ,2,1
24724,0,3,0, ,3,0
24725,1,1,1, ,1,2
24726,1,4,2,2,2, 
24727,2,3,1,0, ,1
24728,1,1,1,8, ,1
24729,1,4,2,5,2, 
24730,2,3,0,4,2,1
24731,0,0,2, ,0, 
24732, , ,2,10,0,2
24733,1,2,2,6,3, 
24734, ,3,0,5,0,1
24735,0,0,2,5,3,2
24736,0,1,1,9,2,2
24737, ,2,2, ,1,1
24738,0,2,0,2, ,1
24739,0,4,1,2,0,2
24740,1,0,1,7,1, 
24741,1,1,1,4,3,1
24742,0,1,2,0,1,1
24743,1,4, ,10,0,1
24744,2,0, ,9,3,0
24745,0,4,1,4,3,0
24746,2,1,0,3,3,1
24747,2,4,1,3,1,2
24748,0,4,1,9,1, 
24749,1,1,1,1,3, 
24750,0,4,2,3,3,0
24751,1,0,0,5,1,1
24752, ,1,2,0,3,2
24753, ,0,1,5, ,1
24754,1,1,2,2, ,2
24755,0,2,1,10,1,2
24756,0,3,0,1,1,1
24757, ,2,1, ,0,2
24758,1,1,0,0,1,0
24759,0,4,1,9,3,0
24760,1, ,1,8,1,0
24761,2,2,2,2, ,1
24762,0,2,0,1,3,2
24763,1, ,0,4,1,2
24764, ,2,1,8, ,0
24765,1,3,0,4,0,1
24766,1,0,2, ,0,0
24767,1,2,0,2,0, 
24768,2,2,2,8,3,2
24769,0,0,1,5,1,1
24770,0,3,0, ,1, 
24771,1,0,2,10,1,1
24772,2,3,1, ,3,0
24773,1,2,2,8,0,0
24774, ,2,1,6,1,1
24775,0,2, ,2,2,1
24776,0,4,1,10,0,1
24777,2, ,0, ,2,1
24778,2,4,2,3,1,1
24779,2,2,1,3,1,0
24780,0, ,0,9,2,2
24781,2,3,0,0,2,2
24782,1,1,1,10,3,0
24783,1,4,1,6,0,0
24784,1,0,0,9,0,1
24785,0,0,0,1,1,2
24786,1,4,1,3,2,0
24787,1,4,1,10,1,2
24788,0,4,2,6,2,1
24789,1,3,2,1,1,2
24790,2,2,1,3,3,0
24791,1,0,0,7,0,0
24792,0,4,1,8, , 
24793,2,0,2, ,0,1
24794,0, ,0,9,1,1
24795,1,4,0,4, ,2
24796,1,1,1,9,0,2
24797,0,4,2,2,3,2
24798,0,1,1,9,0,2
24799,0,4,2, ,3,0
24800,0,4,2,7,2,1
24801,1,0,1, ,1,2
24802,2,4,2,0, ,2
24803,0,1, , ,2,1
24804,0,3,1,0,3,2
24805,2,2,1,0,0, 
24806,0,4,1,7,0, 
24807,2,2,2,9,3,1
24808,2,4,2,5,0,2
24809,1,3,1,4,1,0
24810,0,3,2,9,0,1
24811,1,4,2,4,0,2
24812,0,3,2,0,2,2
24813,0, ,2,3,2,2
24814,0,3,1,3,2,1
24815,2,1,2, ,3,1
24816,2, ,1,8,0,2
24817,1,0,0,9,3,2
24818,0, ,0,2,1,0
24819,0,2,0,8,1,1
24820,0,1,0,3,0,1
24821,1,2,0, ,0,1
24822,0,4,0, ,0, 
24823,1,2,0,10,2,1
24824,2,3,2,8,1,1
24825,1,3,2,10,0,0
24826,1,2,1,4,1,2
24827, ,4,1,9,0,0
24828,1,2,2, ,3,1
24829, ,4, ,7,1,1
24830,0,4,0,1,3,1
24831,2,0,0,8,0,2
24832,1,4,1,6,3,0
24833,2,4,1,7,1,0
24834,2,0,1,8,0,0
24835,2,1, , ,0,2
24836,1,4,2,4,1,0
24837,0,1,1,9,3,1
24838,1,3, ,0,1,1
24839,0,4,1,6, , 
24840,0, ,1,2,1,1
24841,1,1,2,5,1, 
24842,1,3,2,3,0, 
24843,1,0,1,6,3, 
24844,0,3,1,5,2,2
24845,1,3,2,0,1,1
24846,1,4,0,1,2,2
24847,0,3,0,1,3,2
24848, ,3,1,6,3,1
24849, ,4, ,1,2,0
24850,1,4,0,10,2,1
24851,1,3,2,2,3,1
24852,0,4,1,7,2,0
24853,1,3,0,0,2,1
24854,0,4,2,6,2, 
24855,1, ,2,10,2,2
24856,1,0, ,4,0,0
24857,1,3,0,5,0,2
24858,1,3,2, ,1,2
24859,1,1, ,5,2,0
24860,1,0,1,3,1,0
24861,0,0,0,6,2,1
24862,0,3,1,8,3,1
24863,2,2,0,4,2,2
24864, ,2, , ,3,0
24865,1,1,2,6,0,2
24866,0,4,1,2,1,0
24867,1,0, ,9,3,1
24868,1, ,2,1,2,0
24869,1,0, ,1,2,1
24870, ,3,2,9,1,0
24871,2, ,2,2,3,1
24872, ,2,2,2,0, 
24873,1,4,2,1,3,0
24874, , ,2,2,1,1
24875,2,3,2,1,0,1
24876, ,0,1,8,2,2
24877,1,1,2,10,0,1
24878,0, ,2,9,3,0
24879, ,4,2,6,1,2
24880,1, , ,10,1,1
24881,0,0,2,6,2,1
24882,1,4,1,2, ,0
24883,0,1,2,10, ,1
24884,0,4,0,7,1,1
24885,1,0,1,4,2,0
24886,0,0,0,1,0,2
24887,1,0,0,10,3,1
24888,2,1,1,10,3, 
24889,2, ,0,9, ,0
24890, , ,2,5,0,0
24891,1,0, ,4,0,1
24892, ,1,2,0,1,0
24893,1,1,0,1,1,1
24894,1,4,0,1,3,1
24895,0,4,0, ,3,0
24896,0,2,1,6,0, 
24897,1,2,0,2,0,1
24898, ,2,2,10,3,1
24899, , ,0,2,3,0
24900,0,2,0,10,1, 
24901,2,1,1,3,0,2
24902,0,1,0,7,2,2
24903,2,1,0,6,1,2
24904, ,1, , ,3,0
24905,2,4,1,0,1, 
24906,2,1,0,2,3,0
24907,0,0,1,0,3,1
24908,1,4,0,0,2,2
24909,1,0,0,8,1,0
24910,1,0, ,8,3,0
24911,0,0, ,4,0,1
24912,0,1,1,8,1,2
24913,0,1,2,4, ,2
24914,2,1,2,7,1,1
24915,1,1, ,9,0, 
24916,0, ,0,4, ,0
24917,1,3,1,0,0,0
24918,2,0,1,3,1,2
24919,1,1,1,3,1,1
24920,1, ,1,5,0,2
24921,0,4,2,4,0,1
24922,2,2,2,1,2,0
24923,1,4,0,3,0,0
24924,1,3,0,6,1,2
24925,0,0,0,9, ,0
24926,0,0,1,1,0,1
24927,2,3,1,6,0,0
24928, , ,2,1,1, 
24929,0,2, ,8,1,0
24930,2, ,1,7,2,0
24931, , ,1,9,0,0
24932,2, , ,7,0,1
24933,2,3,1,0,2,0
24934,2,0,2,6,2,2
24935,0,2,2,8,2,0
24936,0,2,2,6,1, 
24937,2,2,0,3,2,1
24938,0,4,2, ,0,2
24939,1,1,1,7,1,0
24940,0,0,1,6,1,0
24941,0,2,0,1,2,2
24942,1,0,1,5,3,2
24943,1, ,2,1,0,0
24944,2,0,1, ,0,2
24945,0,2,1,8,3,0
24946,2,1, ,9,0,2
24947,1,3,1,3,1,0
24948,2,0,0,9,0,1
24949,2, ,2,6,3,1
24950,1,4,1, ,2,2
24951, ,4,2,2,0,2
24952,1,2,1,3,2, 
24953,1,0,2,10,0,0
24954,0,0, , ,2,1
24955,1,0,2,1,1,0
24956, ,3,2,3,1,0
24957,0,2,0, ,1,1
24958,0, , ,9,2,0
24959, ,3,1,6,2,1
24960,0,3,1,8,3,1
24961,0,2,0,1,1, 
24962,2,2,1,0,2, 
24963,1,1,0,8, ,0
24964,2,2,0,10,1,2
24965,0,0, ,9,0,1
24966,0,4,2, ,1, 
24967,0,0,1,7,1,0
24968,2, ,2,1,2,2
24969, , ,2, ,1,0
24970,2, ,2, ,2,1
24971,0,3,2,0,1,0
24972,0,4,2,10,3,0
24973,2,4,2, ,0,0
24974,0,0,1,4,3,2
24975,1,1,1,1,2,2
24976,2,3,2,6,3,1
24977,0,1, ,4,3,1
24978,1,4,2,9,3, 
24979,1, ,2,3,1,0
24980,1,1,2,3,2,2
24981,1,4,0,8,2,2
24982,1,3,1,10,1,1
24983,1,1,2,7,0,0
24984,0,0,1,4,3,2
24985,2,2,0,10,3,2
24986,1,0, ,4,1,1
24987,0,0,2,0,2,1
24988,1,3,0,8,1,1
24989,2,0,2,8,1, 
24990,1,0,0,6,3,1
24991,0,4,0,4,0,2
24992,1,4, ,6,1,2
24993,2,0,2,9,1,1
24994, , ,1,6,3,0
24995,2,0,0, ,1,0
24996,2,4,0,4,2,2
24997,0,3,2,0,2,1
24998, ,4,1,7,2,1
24999,2,2,2,8,1,2
25000,1,4,0,6,0,1
25001,1,3,0,2,2,0
25002,2,4,0,9,1,2
25003,1,4,1,6,0,2
25004,1,4,0,7,2,1
25005, ,3,2,4,1, 
25006,1,2,0,10,0,1
25007,0, ,0,2, ,1
25008,1,0,2,2,2,0
25009,2,3,2,5,3,0
25010,1, ,2,4,2,0
25011,1,2,1,9,0,1
25012,0,3, ,8,1,1
25013,1,0,2,7, ,2
25014,1,4,1,8,2,0
25015,2,3,0,2,1,1
25016,0,3,0,0,1,2
25017,2,2,1,8,1,1
25018,1,1,1,10,2,1
25019,0,2,1,9,2,2
25020,0,3,1,1,3,2
25021,0,0,0,10,0,0
25022, , ,0,10,1,2
25023,2, ,0,7, ,2
25024,1,4,2,0,1,2
25025, ,3,1,3,1,0
25026,0,2,1,10,1,2
25027,0,1, ,8,3,2
25028,1,1, ,8,3,1
25029,1,1,2,4,1,1
25030,0,0,2,9,0,0
25031,2,2,2,3,3,2
25032,1,4, ,3,3,1
25033,2,1, ,6,0,2
25034,2,4,1,0,2,1
25035,0,1,0,6,0,2
25036,0,0, ,8,3,1
25037,1,1,0,2,1,1
25038,2,2,2,8,0,2
25039,0,2,1,0,2, 
25040,1,0,2,10,3,2
25041,1,2,1,1,2,0
25042, ,0,1,7,1,0
25043,2,1,1,9, ,1
25044,0,1,2,10,1,1
25045, ,4,2,7,3,1
25046,0,2,1,0,2,2
25047,0,1,1,6,1,2
25048,2,4,1,9,2,0
25049,1,2,1,2,3,1
25050,2,2,1,7,1,1
25051, , ,2,5,1,0
25052,2,0,2,5,2, 
25053,2,1,1,1,2,0
25054, ,2,2,1,2,0
25055,1,1,2, ,3,0
25056,2,1,2,5,2,0
25057,0, ,1,7,0,2
25058, ,0,2,7,1,2
25059,1,2,1,1,3,2
25060,1,0,0,5,1,1
25061,0,2, , ,2,0
25062, ,3,2,2,1,0
25063,0,1,1,9,1,2
25064,1,1, ,8,0,2
25065,2,3, ,0,0,0
25066,1,3, ,7,0,0
25067,1, ,0,5,1,2
25068,1, ,1,2, ,2
25069,0,0,0,4,1,2
25070,0, ,2,3,1,0
25071,0,3,2,10,1,1
25072,1, ,1,9,2,2
25073,0,2,0,5,0,2
25074,0,2,1,0,0,1
25075,2,3,1,2,3,1
25076,0,2,2,1,0,2
25077,0,0,2,9,0,0
25078,2,3,2,6,1,1
25079,2,0,2,8,0,0
25080,2,1,2,10,1,2
25081,0,4,1, , ,0
25082,0,3, ,1,1,2
25083,1,1, ,8, ,2
25084, ,3,0,6,3,0
25085,2, ,1,2, ,0
25086,1,0,2, ,3,2
25087,0,1,2,6,1,0
25088,0,4,0,5,3,0
25089,1, ,0,5,0,1
25090,1,4,0, ,0,2
25091,1,1,0,9, ,0
25092,0,2,2,10,0,2
25093,1, ,1,1,3,1
25094,0,2,0, ,2,0
25095,2,4,1, ,2,0
25096,0,2,1,1,0,1
25097,1,4,0,5,0,1
25098,0,4,1, ,3,1
25099,0,3,1, ,3,1
25100,1,0,1, , ,0
25101,1,3,2,7,2,2
25102,1,3,0,7, ,2
25103, ,4,1,4,0,1
25104,2,2,2,4, ,0
25105, ,2,1,0,1, 
25106,2, ,1,6,2,0
25107,2, ,1,0,2,2
25108,1,0,2,2, ,0
25109,0,1,1,8,3,0
25110,0, ,1,0,0,2
25111,1,2,1,6,0,0
25112, ,2,2,5,2,0
25113,1,4,0,4,1,1
25114,0,0,2,3, ,0
25115,0, ,1,10,2,2
25116,2,4,2,6,3,2
25117,1,0,2,6,1,1
25118,1,0,1,2,2,1
25119,1,0,2,8,0,1
25120,2,2, ,0, ,0
25121,1,3, ,9,3,0
25122,2,4,2,7,0, 
25123,1,3,2,8,1,2
25124,2,4,2,10,1,2
25125,0,2,1,2,3,2
25126,1,4,2,10,0,0
25127,0, ,0,7,0,2
25128,1,2,2,1,2, 
25129,1,4,2,8,2,1
25130, ,2, ,4,1,2
25131,1,0,2,2,2,0
25132, ,2,2,8,1,0
25133,1,0,0,9,0,2
25134,1,1,2,6, ,0
25135,1,4,2, ,1, 
25136,2,1,1,10, ,0
25137,1,3,1,4,1,0
25138,2,1,0,9,1,2
25139,2,1,1,2, ,1
25140,0,3,0, ,2,0
25141,2,2,2,0,1,1
25142,1,0,1,7,3,0
25143,1,3,1,5,0,1
25144,1,2, ,10,1,0
25145,1,1, ,10,0,2
25146,2,3,2,4, ,0
25147,0,1,0,7,1,2
25148,1,1,2, ,0, 
25149,1, ,2,3,0,2
25150,0,3,2,7,1,0
25151,2,0,1,5,0,2
25152, ,4,2,5,1,2
25153, ,0,1,6,0,1
25154,0,1, ,1,1,1
25155,0, ,1, ,2,1
25156, ,3,1,4,3,1
25157,1,3,0,4,1,0
25158,0,3,2,9, ,1
25159,0,2,0,4,2,1
25160,0,3,1,0,2,2
25161,0,0,1,5,2,0
25162,1, ,2,3,2,2
25163,2,3,1,3,2,1
25164,2,0,2,6,0, 
25165, ,3,1, , ,1
25166,2,0,1,9,3,0
25167,1,4,1, ,0,0
25168,0,0,2,1, ,1
25169,0,0,1,7,2, 
25170, ,0,1,10,0,1
25171,0,0,0,3,1,1
25172,1,1,1,3,2,1
25173,1,4,0,5,1,0
25174,1,3,1,2,1,1
25175,0,0,0,10,2,1
25176,2,4,0,8,1,2
25177,1,2,0,1,2,0
25178,2,1,0,7,1,1
25179,0, ,2,7, ,1
25180,2, , ,1,1,1
25181,0,1, ,6,2,0
25182,2,2,0,3,1,1
25183,0,1,0,5,0,2
25184,2,1,0,1,3,2
25185,1,0, ,3,0,0
25186,2,1,0,2,0,2
25187, ,1,2,0,2,2
25188,1,0, ,0, ,1
25189,0,0,1,2, ,2
25190,1,4,0,1,2,1
25191,0,4,0,5,2,1
25192,1,3,0,4,0,2
25193,2,2,0,10,0,1
25194,0, ,1,8,1,2
25195,0,2,2,6,3,0
25196,0,1,1,4,2,2
25197,1,3,1,2,3,2
25198,1,1,0,5, ,2
25199, ,3,0,10,3,0
25200,1,3,2,4,0,2
25201,0,0,1,0,1,2
25202,0,4,0,8,3,1
25203,1,0,1,1,3,1
25204,2,4,0, , ,0
25205,1,3,2,10,3, 
25206,0,4,0,10, ,0
25207,0,3,2,4,1,0
25208,0,4,2,4,1,2
25209,2,1,1,6,3,1
25210,0,0,2,0,3,0
25211,2,0,2,10,1,1
25212, ,2,0,2,2,1
25213, ,3,0,9,1,0
25214,0, ,1,1,2,0
25215,0,2, ,5,2,2
25216,0,4,2,4,2,1
25217,0,4,0,5,1,1
25218,1,2,1,10,0,0
25219,2,1,1,0,1,1
25220,1,4,1, ,0,2
25221,2,4,2,4,3,0
25222,0,0,1,2,0, 
25223,1,0,2,3,1,1
25224,0,0,0,7, , 
25225,0,0,2,6,3,0
25226,2,1,0,8,2,0
25227,1,1, ,9,0,0
25228,2,2, ,10,1,0
25229,2,2,0,4,2,2
25230,1, ,2,5,0, 
25231,0,0,2,3,2,2
25232,1,1,2,4,0,0
25233,1,0,1,6,3,0
25234,0,4,0, ,3,0
25235,0,3,1,8,2, 
25236, , ,2,5,0,2
25237,1,0,0,3,3,0
25238,2,0, ,4,2,2
25239,1,0,1,0,2,0
25240,1,2,2,4,0,2
25241,1,0,1,5,2,2
25242,0,0,2,4,1,0
25243,1,0,2,6, ,2
25244,0,2,0,6,0, 
25245,2,3,0,2, ,2
25246,0,3,0,10,3, 
25247,1, ,1,5,3,2
25248,0,2,1, ,2,1
25249,2,4,2,5,3,1
25250,1, ,1,8,2,2
25251,0,1,1,1, ,0
25252,2,1,2,1, ,2
25253,1,3,1,6,2,1
25254,2,3,1,6,3,2
25255,0,3,0,8,0,1
25256,0, ,2,2,3,1
25257,0, ,1,1,1,1
25258,0, ,2,9,0,2
25259,1,0,2,4,0,1
25260,1,0,2,9,1,2
25261,1,2,0,0,3,1
25262,0,0,2,5,1, 
25263,2,0,0,8,1,1
25264,1,3, ,10,2,1
25265,2,4,0,5,3, 
25266,0, ,1, ,2,0
25267,2, ,0,0,0,2
25268,1,4,0,4,3,0
25269,0, ,0,6,1,1
25270,0, ,1,10,1,2
25271,1,2,2,2,3,0
25272,1,0,0,6,1,1
25273,1,4,1,10,3,2
25274,0,1,2,10,0,0
25275,1,1,0,6,3,1
25276,1,2,0,6, ,0
25277,1,0,1,9,3,1
25278,1,3,2,7,2,1
25279,1,3, ,9,2,1
25280,2,2,0,0,1,0
25281,0,0,2,2,1,0
25282,2,1,1,0,3,2
25283,0,4,2,9,3, 
25284,0,2,0,1,1,1
25285,0,4,0,5,0,2
25286,2, ,0,7,3,0
25287,0,2,2,6,1,1
25288,2,2,0,5,2,0
25289,2,0,2,8,1,1
25290,0,3,2,10,0,0
25291,2,4,2,4,1, 
25292,0,2,0,5,0, 
25293,2,0, ,6,3,2
25294, ,0, ,8, ,2
25295,1,3, ,5,3,2
25296, ,4, ,0,2,2
25297,1,0,1,9,1,2
25298,0,0,0,8,3,1
25299,0,4,0,9,3,2
25300,0,3,1,4,2,2
25301,2,2,1,4,2,1
25302,2,0,1,0,3,2
25303,2,3,1,9,3,0
25304,0,0,2,1,2,0
25305,2,2,2,10,1,1
25306,0,1,0,3,2,1
25307,2,1,1,10,1,1
25308,2,1,1,5,1,0
25309,1,2,2,9,3,0
25310,1,0,2,8,0,2
25311,1,4,0, ,2,2
25312,0, ,2,4,0,2
25313,1,0,1,9,0,0
25314,1,2,2,5,2,1
25315,1,3,2,7,3, 
25316,2,3,0,0,0,1
25317,0,4,2,8,2,1
25318,2,1,2,4,1,2
25319,1,2,2,8,2, 
25320, ,0,2,9,3,2
25321,0, ,2, ,1,1
25322,1,0,0,4,3,0
25323,0, ,2, , ,2
25324,0,2, ,8,0,1
25325,2,2,2,1,0,2
25326,2,0,0,4, ,0
25327, ,3,0,2,2,2
25328, ,3,2, ,3,1
25329,2,0,2, ,3,2
25330,1,4,2,4,1,1
25331,2,4,0,0,3,2
25332,0,0,2,4,2,1
25333,1,0,2,10,1,0
25334,2,4,1,3, ,0
25335,0,3,1,1,0,2
25336,0,3,0, ,3,2
25337,1,2,1,3,1,1
25338,0,3,2,5, ,0
25339,2,2,1,4,2,1
25340, ,1,0,5,2, 
25341, ,3,1,1, ,0
25342,2,0,1,6,0,1
25343,0,4,0, ,3,1
25344,1,2,2, ,2,2
25345, ,3, ,10,0,0
25346,0,2,0,4,2,2
25347,0,1,1,7,0,0
25348,2,4,0,1,2,2
25349,0,0,0,9,1,1
25350,1,2,0,6,3,2
25351,1,3, ,6, ,2
25352,0,2,0,7,0,0
25353, ,0,0,3,3,1
25354,1,2,2,1,1,0
25355,1,0,0,5,1,1
25356, ,0,0,9,1,2
25357, ,3,2,8,2, 
25358,0,0,0,4,3,2
25359,2,2,0,4,0, 
25360, ,3,2,4,3, 
25361,1, ,2,6,0,1
25362,2,3,0, ,3,2
25363,2,1,0,1,2,2
25364,1,1,0,6,1, 
25365, , ,0,7,3,1
25366, ,4,2,2,2,0
25367,1,2,2,8,3,2
25368,1,0,2,1,0,1
25369, ,0,2,6, ,2
25370,2,0,0, ,3,0
25371,1,2,2,0,3,0
25372,0,0,1,0,3,0
25373,0,3,1,10, ,1
25374,0,1,0,5,3,1
25375,1,4,1,6,1,0
25376,0,0,0,5,3,2
25377,1,2,1,0,2,2
25378,2,2,1,3,3, 
25379,0,0,1,6,3,2
25380,0,3,1,10,3,2
25381,2, ,0,5,2,1
25382,2, ,1, ,2,0
25383,0,4, ,7, ,1
25384,1,3,2,0,2,0
25385,2,4,0, ,3,1
25386,0,4,2,7, ,2
25387, ,2,0,1,3,1
25388, ,2,2,4,3,2
25389,1, ,0,10,3,0
25390,2,2,0, ,0,0
25391,2,1,2,10,1,2
25392,1,4,2,2,3,2
