id,BG,AG,HA,ED,HE,SE
116016,1,2,2,9,1,0
116017,0,2,1,5,3,2
116018,2,2,2,2,1,1
116019,1,1,1, , ,2
116020,0,3,0,9,1,2
116021,2,2,2,8,3,0
116022,1,0,0,7,2,0
116023,2,3,2,7,2,2
116024,0,4,1,1,0,2
116025,2,0,2,6,0, 
116026,2,0,2,4,1,2
116027, ,3,0,0,1, 
116028,1,4,0,9,2,1
116029,2,1,1,3,2,1
116030,1,0,2,8,3,1
116031,1,1,2,4,1,2
116032,1, ,2,9,0,2
116033,2,2,2,2,2,1
116034, ,0, ,1,2,2
116035,2,1,0,0,2,2
116036,1,1,2,1,0,2
116037,1,3,0,1,1,2
116038, ,0,2, ,0, 
116039,1,4,2,10,2,2
116040,2,2,2,2,0,0
116041,0,0,2,6, ,2
116042, ,2,0,8,0,1
116043,2,3,2,1,2,1
116044,2, ,1,2,1,1
116045,0,4,0,3, ,0
116046,2,0,2,5,0,1
116047,2,1,0,3,3,0
116048,2,0,0,9,3,0
116049,0,1,2,1,1,1
116050,2,1,1,10,1,1
116051,2,0,0,4,0,1
116052,1,4,2,7,3,2
116053,0,3, , ,2,0
116054,2,3,2,6, ,2
116055,0,1,0,5,3,1
116056,2,3,0,2,2,2
116057, ,2,2,0,3,2
116058,2,2,1,10,1,0
116059,2,4,2,4,1,0
116060,2,2,1,1,1, 
116061,1,2,1,6,1,1
116062,2,2,0,4,3,1
116063,2,1,1,9,2, 
116064,0,4,0,9,0,2
116065,1,2,0,5,1,1
116066,0,1,2,6,3,2
116067,0,1,2,1,3,1
116068, ,2,1,7,2,2
116069,1,0,0,3,2,0
116070,0,1,1,9,1,0
116071,1,2,2,1,1,1
116072,2,4,0,0,1,0
116073,1,1,1,7,2,2
116074,0,3,0, ,1,1
116075,1,0,0,10,3,1
116076,0,4,1,10,1,0
116077,0, ,1,3, ,1
116078,0,3,2, ,0,1
116079, ,1,2,5,3,0
116080,1,3,2,3,2,2
116081,1,1,0, , ,2
116082,2,4,2,7,2,2
116083,1,0,1, ,3, 
116084,1,0,2,2,3,0
116085,1,3,2,9, ,2
116086,1,2,1,2,0,0
116087,1, ,0,6,2,1
116088,2,2, ,10,2,2
116089,2,1,0, ,3,0
116090,0,1,0, ,2,0
116091,0,1,1,7,3,0
116092,0,2,0,9,1,0
116093,2,1, ,9,1,1
116094,2,1, , ,1,1
116095,2,0,2,8,3,1
116096,2,4,2,7, ,0
116097,1,4,2,4,0,1
116098,1,4,2,8,0,0
116099,2,0,1,8,1,1
116100,2,3,1,1, ,2
116101,1,3,0,2,2,2
116102, ,1, ,4, ,1
116103,2,2, ,0,2,0
116104,1,3,0,5,1,0
116105,0,3,2,2,2,0
116106,0,3,0,4,1,0
116107, ,1,0,8,3,1
116108, ,1,1,1,0,1
116109,1,0,0, ,2,1
116110, ,2,1,2,0, 
116111, ,3,2,5,3,2
116112,0,2,0,6,3,2
116113,2,2,1,1, ,2
116114,0,4,0,0,1, 
116115,0,2,2,6,0,2
116116,2,4, ,0, ,1
116117,1,0,1,1,0,1
116118,2,3,2,6,0,2
116119,1,0,0,10, , 
116120,2,3,2,3,3,1
116121,1,2,0,4,3,0
116122,0,3,2,0,1,1
116123,0,1,2,2,1,2
116124,2,3, ,10, , 
116125,2,0,2,6,0,0
116126,0,1, ,9,0,0
116127,2,1,0,2,1, 
116128,2,1,0, ,0,1
116129, ,2,2, ,2,0
116130,1,2,1,0,2,2
116131,0,4,1,7,3,2
116132, ,3,2, ,0,2
116133,0,4,1,1,1, 
116134,2,0,1,0,0,2
116135,0,2,2,5,2, 
116136,2,3, ,7,2,2
116137,1,4,2,3,0,0
116138,2,4,1,10,2,2
116139,1,3,2,0,2, 
116140, ,2,2,3,0,1
116141,1,3,0,9,0,2
116142,1,4,1,8,3, 
116143,0,4,2,5,2,2
116144,0,2,0,5,3,2
116145,2,0,2,0,3,2
116146,0,3,0,3,1,2
116147,2, ,1,8,1,0
116148,2,4,1,7,3,2
116149,0,1,2,9,1,1
116150,0,1,2,0,1,0
116151,0,3,2,5,2, 
116152, ,2,2,3,3,1
116153,0,2,1,2,3,2
116154,1,3,1,1,2,0
116155,0, ,1,1,2,2
116156,0,2,2,1,3,1
116157,0,0,2,5,0,2
116158,0,3,0,6,3,0
116159,0, ,0,10,0,1
116160,2,2,2,5,0,1
116161,0,2,2,8, ,0
116162,0, ,2, , ,2
116163, ,4,0,5,1,2
116164,2,0,1,2,0,2
116165,2,0,0,3,2, 
116166,2,0,0,1, ,0
116167,1,2, ,7, ,1
116168,2,0,2,7,2,1
116169,2,4,2, ,2,1
116170,1,2,0,9, ,0
116171,0,0,2,3,1,1
116172,0,3,0,3,3,0
116173,0,1,1,1,0,0
116174,0, ,2,8,2,0
116175,1,3,1,6,1,0
116176,1,4, ,8,2,1
116177,0,0,1,5,3, 
116178, ,4,2,5,0,0
116179,1,4, ,9,3,0
116180,1,4,0,3,3,2
116181,2,2,1,6,0,1
116182,0,2,0,6,0,0
116183,2,0,1,0,1,2
116184,0, ,0,7,3,2
116185,1,2,1,10,2,2
116186,0, ,2,1,2,2
116187, , ,0,8,0,0
116188,2,1,1,4,1,2
116189, ,1,1,6,0,1
116190,2,1,1,3,0,1
116191,2,0, ,6, , 
116192,1,0,1,8,0,0
116193,1,4, ,6,2,2
116194,2,0,0,4,0,2
116195,1,2,2,8,1,2
116196, ,4,0,5,2,1
116197,1,3, ,9,0, 
116198,0,1,2, ,3,2
116199,0,4,0,4,1,0
116200,0,3,1,2,3,2
116201,0,3,0,3,1, 
116202,1, ,1,5,1,2
116203,2,1,2,0,0,0
116204,1,3,1,4,2,1
116205,2,1,2,10,3,0
116206,0,0,0,2,0,0
116207, ,1,2,0,3,2
116208, ,0,0,7, ,2
116209,0,4, ,0,1,2
116210,0,3,2,7,2,0
116211,1,4, , ,3,0
116212,2,2,1,9,3,1
116213,0,4,2,7,2,0
116214,0,3,2, ,0,0
116215,0,4,0,4,2, 
116216,1, ,1,5,0,1
116217,1,2,0,2,0,2
116218,1,1,0,10,0,1
116219,2,4,2,6,0,2
116220,0,0,2,7,3,1
116221,0,0,1,2,3,1
116222,1, ,0,5,1, 
116223,1,0,1,8,3,1
116224,1,4,2,5,0,2
116225,2, ,0,2,2,0
116226,1,4,2,0,1,0
116227,0,0,1, ,1,0
116228,1,0,0,8,1,0
116229,2,1,2,4,1,1
116230,2,1,1,2,1,0
116231,2,3,1,5,3,2
116232,0,1,1,9,2,0
116233,2,3,2,9, ,1
116234,0,3,0,5,2,0
116235,1,4,2, ,2,0
116236,1,1,2,8,1,1
116237,0,4, ,0,3,0
116238,1,2, ,8, ,1
116239,0, ,1,0,1,0
116240,2,1,0,10,3,2
116241,2,1,2,1,2,1
116242,0,1,1, ,1,2
116243,0,4,1,5,2,1
116244,1,2,2,1,0,2
116245,2,3, ,5,0,1
116246,2,2,0,4,0,0
116247,1,4,1,2,0,1
116248,2,4,2,4,1,2
116249,1,4,2,7,1,0
116250,0, ,2,2, ,2
116251,0,4,2,5,0,1
116252,1, ,1,4,3,0
116253,0, ,0,0,0,0
116254,1,2,0,1,0,0
116255, ,3,2,7,1,0
116256, ,3,2,5,3,2
116257,1,3, ,1,3,2
116258,2,2,0,9,1,0
116259,1,0,1,10,0,2
116260,0,1,0,3,0,2
116261,1, ,0,8,0, 
116262,2,0,0,1,0,2
116263,0,0,1,7,2,1
116264,0,3,2,10,0,2
116265,1,2,0,9,1, 
116266,0,2,2,4,0,2
116267,0,3,1,6,3,1
116268,1,4,2,4, ,2
116269,1,1,2,8,2,1
116270,1,2,2,7, ,1
116271,0,2,1,8,1,1
116272,1,3,1,1,0,2
116273,1,0,1,2,3,0
116274,2,0,1,4,3,0
116275,1,2,0, ,0,1
116276,1,3,1,10,2,2
116277,0,4,2,4,3,2
116278,0,1,1,6,1,1
116279,1,3,0,3,2,2
116280, ,4,1,3,1,1
116281,2,4,2,2,1,2
116282,1,0, ,5,0, 
116283,1,1, ,7, ,1
116284,0,4, ,4,1, 
116285,1,4,2,5,1,2
116286, ,1,2,3,3,1
116287,2,4, ,8,0,1
116288,1,2,1,2,1,0
116289,1,1,2,3,3,1
116290,2,4,2,1,0,0
116291,0,4,0,8,2,1
116292,2,0,2,8,3,0
116293,2,3,1,10,3,0
116294,1,4,2,10,1,1
116295,2,2, ,4,2, 
116296,2,0,0,2,3,1
116297,1,3,2,1,3,1
116298, ,0,2,1,2, 
116299,1,3,2,1,2, 
116300,1,4,2,8,0,2
116301,0,3,2,4,3,1
116302,2,0,1,5,2,2
116303, ,1,1,9,3,1
116304, , ,1,6,2,2
116305,2,0,1,0,3,1
116306,1,1,1,5,3,0
116307,1,4,2,3,0,0
116308, ,2,2,8,2,2
116309,0,0,0,2,3,2
116310,0,0,2, , ,2
116311,1,3,1,2,0,0
116312,1,3,1,9,0,0
116313,1,0, ,7,3,2
116314,2,2,2, ,2,0
116315,1,4,0,4, ,1
116316,0,0,0,0,3,0
116317,0,1,0,10,0,0
116318,0,0,1,4,2,1
116319,0,1,1,6, ,2
116320,1,0,1,2,1, 
116321, , ,1,5,2, 
116322,2,2,0,6,0,2
116323,2, ,2,3,1,1
116324,1,3,1, ,2,0
116325,0,2,0, ,0,0
116326,0,1,1,1,1,2
116327,0,0,1,2,2,0
116328,2,3, ,6,2, 
116329,1,2,1,5,0,2
116330,1,1,1,9,3,2
116331,2,4,0,10,2,2
116332,2,2,2,1,2,2
116333,0,4,0,10,0, 
116334,0,0,1,0,3,2
116335,2,1, ,6,1,1
116336, ,1,2,9,2,1
116337, ,2, ,10,1,2
116338,1,1, ,4, ,0
116339,1,4,1,7,3,0
116340,0,1,1,8,0,0
116341,1,1,1,2,2,2
116342,0,2,0,1,3,0
116343,1,4,2,4,0,1
116344,1,4,0,1,3,0
116345,1,4,0,4,3, 
116346,0,0,1,10, , 
116347,1,0,2, ,0,0
116348,1,4,1,5,1,0
116349,0,0,2,1,1,2
116350,0,4,1,7,0,0
116351,1,3,1,5, ,1
116352,2,2,0, ,2, 
116353, ,4,1,2, , 
116354, ,4,2,6,1,2
116355,1,4,2,6,1,0
116356,1,1,2,4,0,2
116357,1, ,1,10,2,2
116358, ,3,0,5,1,1
116359,0,4,0,4,2, 
116360,2,1,0,8,0,0
116361,0,0,2,7, ,2
116362,2,1,2,2,2,1
116363,0, ,1,0,0,2
116364,1,2,2,0,3,1
116365,0, ,2,10, ,1
116366,0,0,2,2,2,1
116367,1,4, ,3,3,0
116368,0,3,1,9,0,0
116369,2,0, ,9,0,2
116370,1,1,1,2,3,1
116371,0, ,2,6,3,2
116372,1,2,0, ,1,0
116373,2,3,1,7,0,1
116374,0,3,2,1, ,1
116375,1,2,0,0,2,0
116376,1,0, ,5,0,0
116377,0,4, ,5,0,0
116378,1,2,0,3,3,2
116379,2,4,1,4,1,2
116380, ,2,1,6,0,1
116381,0,0, ,4,3,2
116382,0,3,1,9,2,1
116383,2,4,1,4,1,1
116384,1,0,1,9,1,0
116385,0, ,2,1,3,1
116386, ,2,2,5,0, 
116387,1,4, ,10,2,0
116388,1,2,0,4,0,1
116389,1,0,2,3,0,1
116390,1,0,0,8,3, 
116391,2,4,2,4,0,0
116392,2,2,2,7,0,0
116393,2,3,2,10,2,0
116394,1,2,0,3,1,2
116395,1,0,0,9,3,2
116396,2,1,2,1,1,0
116397,0,0,0,7,0,1
116398,2,0,1,2, ,1
116399,1,4,1,1,0, 
116400, ,0,2,7,3,1
116401, ,2,2,9,1,1
116402,2,3,0,3,0,0
116403,0,1, ,5,2,1
116404,1,2,1,0,0,0
116405,1, ,2,3,0,0
116406,0, ,2,7,1,2
116407,2,1,2, ,1,2
116408,1,3,1,5,1,1
116409,1,1,0,10,3, 
116410,2,4, ,6,2,2
116411,0,2, ,5,2, 
116412,0,3,1,7,1,1
116413,0, ,0,6,0,2
116414,2,3,2,5,2,0
116415,1,4,1,10,3,2
116416,0,2,0,8,2,2
116417,1,0,2,3,2,0
116418,0,4,0,7,0,1
116419,2,4,2, ,0,1
116420,1,3,2,8,0,0
116421, ,2,2,3,1,1
116422,0, ,1,1,3, 
116423,0,2, ,2,0,1
116424,0,4, ,3,0, 
116425,0,3,0,7,3, 
116426,1,0,2,4,0,0
116427,1,1,1,5,2,1
116428,1,0,0,6,3,2
116429, ,1,0,10,0,1
116430,1,0,1,7,3,1
116431,0,2,2,2,2,0
116432,1,4,0,3, ,2
116433,0,4,2,10,1,0
116434,1,0,1,4,0,2
116435,2,1,1, ,3, 
116436,1,2,2,8,2,1
116437,0,4,0,7,0,2
116438,0,4,0,3,3,0
116439,1,2,2,0,1, 
116440,0, ,0,8,0,2
116441,2,3,1, ,0, 
116442,0,2,1,7,3,1
116443,2,2,1,4,1,1
116444,2,0,1,8,1,2
116445,0,0,2,0,0,0
116446,2,0, ,7,2,1
116447, ,4,0,0,3,2
116448,0,3,0,10,3,0
116449,1,3,2,8,1,2
116450,0,4,1,8,2,0
116451,0,3,0,7,2,1
116452,2, ,2,2,1,1
116453, ,2,2,10,1,2
116454,2,3,0,3,1,0
116455,0,0,1, ,1,1
116456,2,2,2,0,2,1
116457,2,3,1,6,0,1
116458,0,2,1,7, ,2
116459,1,1,1,10,1,2
116460,1,4,0,10, ,2
116461,0,2,2,4,1,0
116462,2,4,2,1,1,0
116463,1,2,2,7,3,1
116464,2,3,1,10,0,0
116465, ,3,1,9,2,0
116466,2,2,2,2,3, 
116467,0,2,2, , ,2
116468,2,0,0,8,1,2
116469,0,1,0,2,0,2
116470,1,2,0,7,1,2
116471,2,1, ,2,1,1
116472,0,2,1,4,3, 
116473,0,3,2,7,1, 
116474,0,4,0,8,3,2
116475,2,4,2,1,3,1
116476,2,3,2,4, ,1
116477,1,1,0,5,2,0
116478,0, ,1,8,2,0
116479,0,0,0,7, ,0
116480,1,1,2, ,2,0
116481,2,2,1,0,1,1
116482,2,3,1, ,2,1
116483,1,4,1,5,3,1
116484,2,3,1,3, ,0
116485,2,1, ,6,3,2
116486,2,1,1,7, ,1
116487,1,4,2,7,0,0
116488,2,2,1, , ,1
116489,1,1,0,10,3,1
116490,2,1,2,0,3,2
116491,1,3,0,7,0,0
116492,2,3, ,7,2,0
116493,0,1,1,1,1,0
116494,0,2,2,7,3,0
116495,2, , ,9,2,0
116496,1,4,1,2,2,0
116497,1, ,2,7, ,1
116498,1,1,2,6,2,1
116499,0,0,2,6,1,2
116500, ,4, ,0,2,2
116501, ,4,2,8,2,1
116502,2,3,1,7,2,0
116503,2,0,0,8,0,1
116504,1, ,1,2,2,1
116505,1,1,2,3,3,0
116506,0,2,0,5,3,2
116507,1,3,0,3,0,0
116508,2,4,0,1,3,1
116509,1,0,0,10,3,0
116510,2,1,2,0,2,0
116511,2,3,0,7,1,0
116512,2,4,2, ,0,2
116513,2,1,0,2,0,0
116514,2,3,0,5,1,2
116515,1,1,0,5,0,0
116516,2,1,2, ,0,2
116517,2,2,2,2,1,2
116518,0,1,1,4,3,1
116519,0,2,2,9,1,1
116520,1,1,1,10,1,2
116521,2,1,1,6,0,2
116522,2,0,2,6,2,2
116523,0,0,2,0,1,0
116524,1,2,2, ,0,0
116525,1,3,0,4, ,0
116526,0,0, ,2,0,0
116527,0,1,0,6,1, 
116528,2,2,1,8,2,1
116529,1, ,0,10,2,0
116530,1,2,1,9, ,0
116531,1,1, ,4,1,0
116532,0,1,2,9,1,1
116533,1,3, ,8,3,1
116534,2,2,2, ,3,0
116535,2,2,1,9,2,0
116536,1,3,2, ,0,2
116537,2,4,0,6,0,2
116538,1,3,0,4,0,0
116539,1,4,2,9,0,1
116540,2,1,0,8,1,1
116541,2,4,2,3,1,2
116542,2,3,2,2,1, 
116543,1,4,1,4,3,0
116544,1,2,1,10,0,2
116545,0,0,2,1,2,0
116546,2, ,2,3,2,0
116547,0,0,0,7,1,1
116548,1,0, ,8,1,2
116549, ,4,2,7, ,1
116550,1,2,2,7, ,1
116551,0,3,0,1,2,0
116552,1,1,0, ,2,0
116553,0,4,1,2, ,1
116554,0,3,1,5,2,2
116555,1,1,2,6,2, 
116556,0,3, ,2,2,2
116557,0,1,0,0,2,2
116558,0,4,0,1,3, 
116559,1,1,1,4,1,2
116560,1,1,2,0,1,0
116561,2,4,0,4,1,1
116562,0, ,1,3,1,1
116563,2,2,1,10,1,2
116564,1,0,0,0,1,1
116565,2,1,1,1,1,2
116566,1,0,0,5,1, 
116567,1, ,0,7,3,1
116568,1,1,0,4,2,1
116569,0,4,2,0, ,2
116570,1,1,1, ,2,1
116571,0,2,0,4,3,2
116572,2,1,0,9,0,0
116573,2,3,0, ,0,1
116574,0,3,1,5,2,1
116575,1,3,0,2,3,2
116576,1,2, ,4,3,0
116577,2, ,1,7,2,1
116578, ,1, ,6, ,1
116579,2,3,0,1,1, 
116580,0,4,1,5,3,2
116581,1,1,1,1,1,0
116582,0,2,1, ,0,2
116583,2,1, ,7,2,2
116584,0, ,2, , ,2
116585,0,4, ,7,0,2
116586, ,2,1,10,2,2
116587,1,2,2,5,3,0
116588,2,1,1,9,1,0
116589,1, ,1,4,1,0
116590,2, ,0,5, ,0
116591,0,0,2,2,3, 
116592,1,1,2, ,3,0
116593,0,4,1,1,2,1
116594,1,3,1,2,2,2
116595,0,3,2,7, ,0
116596,2,0,0,8,3,2
116597,2,3,1,10,2,2
116598,0, ,0, , ,1
116599,1,2,0,6,1,1
116600,0,2,1,1,2,2
116601,1,4, ,3,3,0
116602,0,2,0,3,2,0
116603, ,4,2, ,2,0
116604,1, ,0,1,0,0
116605,0,0,2,9,0,2
116606,0,2,0,2, ,2
116607,0,3,2, , ,0
116608,1,3,1,2,3,0
116609,2, ,1,6,1,1
116610,2,2,1,9,1, 
116611,1,0,1,3,3,1
116612,0,1,0,0,0,0
116613,2,0,2,8,3,0
116614,0,1,0,2,1,1
116615,1,2,2,5,0,0
116616,2, ,1,0, ,1
116617,0,1,2,4,1,0
116618,0, ,0,0,2,0
116619,1,3,0,6,1,1
116620,1,4,1, ,1, 
116621,0,3,0,8,0,0
116622,0,3,0,2,2,1
116623,1, ,0,6,3,1
116624,2,2,1,4,0,0
116625,1,0,2,10,1,1
116626,1,4,1,3,2,2
116627,2,4,0,4,1,2
116628,1,1, ,5,3,1
116629,2,3,0,1,3,2
116630, ,4,1,1,2,2
116631,1,3,0, ,0,0
116632,0,4,1,10, ,2
116633,2,3,1,8,3,1
116634,2, ,2,10,2,2
116635,0,1,1,10,1,1
116636,0,3,1,6,2,1
116637,1,2,1,8,0,2
116638,1, ,0,8,3,1
116639,0,0,2,2,3,1
116640,1,0,1,10,0,2
116641, ,2,2,6,1,2
116642,1,2,0,6, ,0
116643,0,1,1,9,2,2
116644,1,1,2,7,2,1
116645,0, ,1, ,0,2
116646,1,4,0,1,2, 
116647,0,3, , ,1,2
116648,1,1,0,8,1,1
116649,2,2,2,6,3, 
116650,0,0,0,4,2,2
116651,2, ,2,9,3,2
116652,2,1,2,6,1,1
116653,2,3,0,8, ,1
116654,1,0,1, ,2,1
116655,1, ,1,2,2,1
116656,0,3,0,2,2,1
116657,1,3,2,2,0,0
116658,0,0,1,5,0,2
116659, ,3, ,10,0,0
116660,2, ,0,10,0,0
116661,1,1,2,10,2,2
116662,2,1, ,3,0,1
116663, ,3,0,10,3,1
116664,0,1,1,1,3,2
116665,2,1,2,5,3, 
116666,2,2,1,4,1,0
116667,1,3,1,7,0,2
116668, , ,1,8,3,1
116669,1,2,0,4, ,1
116670,0,0,0,4,3,2
116671,1, ,2,8,3,1
116672,0,3,2,7,1,0
116673,2,2,0,1,3,2
116674,0,0,1,1,1,0
116675,1,3, ,6,1, 
116676,1,0,1,1,1,2
116677,2,3,2,2,0,1
116678,2,0,2,7,0,2
116679,2,4,1,4,2,1
116680,0,3,0,10,1,1
116681,0,4,1,9,0,0
116682,2,4,0,2,0,1
116683,2,4,2,1,2,0
116684,2,0,1,5,2,1
116685,0, ,2,10,2,0
116686,1, ,1,2,3,0
116687,1,4,2,8,0,2
116688,1,3,0,4,0,2
116689,1,1,0,2, ,0
116690,1,2,2,5,0,1
116691,0,3,0,3,1,2
116692,0, ,1,3,1, 
116693,2,4,0,1, ,1
116694,0,4,2,0,1,0
116695,0,2,2,4,2,0
116696,0,2,0,10,0,2
116697,2,2,2,3,2,1
116698, ,2,0,6,3, 
116699,0,1,1,8, ,0
116700,2,1,2,10,2, 
116701,0,4,2,7,1,2
116702, ,2,1,4,0,2
116703,1,0,1,9, ,1
116704,2,1,1,4,0, 
116705,1, ,2,8,2,1
116706,2,4,1,5,3,2
116707,0,4, ,2, ,0
116708,0,4,0,8,1,0
116709,1,4,1,8,1,2
116710,1,0,0,0,1,1
116711,2,2,0,0,3,0
116712,0,3,1,4,2,0
116713,1,1,1,5,2,1
116714,0,4,1, ,3,2
116715,2,4,0,7,1,0
116716,2,1,2,6,2,0
116717,2,3,0,8,3,0
116718,1,1, ,4,1,1
116719,0,2,2, , ,2
116720,2,0,2,4, ,2
116721,0,3,0,2,3,0
116722,2,2,2,2,1,2
116723,1,2,1, ,0,0
116724,2,2,0,8,2,1
116725,2,4,1,6,0,2
116726,2,0,2,9,2,1
116727,0,2,1,6,1,2
116728,0,4,1,4,1,2
116729,0,2,1,2, ,2
116730,1,1,1,7,1,1
116731,0, ,1,9,0,0
116732,2,1,0,8,2,1
116733,2,0,2,10,1,1
116734,0,2,0,7,2,2
116735,2,3,0,9,0,2
116736,2,3,0,2,1,0
116737,2,1,0,2,1,1
116738,1,2,0,3,2,0
116739,2,1,2,7,1,2
116740,0,2,1,0,3,0
116741,1,2,2,2,3,0
116742,1,2, ,8,3,2
116743,1,0,2,9,1, 
116744,2,3,0,9, ,0
116745,0,2,1,5,3,1
116746,0,1,1,3,2,2
116747,0,4,0,5,3,2
116748,0,1,0, ,2,0
116749,2,2,2,7,2,0
116750,1,2,2,10,2,1
116751,0,1,2,0,3,1
116752,1,1,2,4,1,0
116753,0,2, ,0,0, 
116754,0,3,0,1,1,1
116755,1,0,0,6,2,0
116756,0,2,2,3,3, 
116757,0, ,1,7,0,0
116758,1,4,2,10,2,1
116759,1,3,0,2,1, 
116760,0,2,1,5,3,1
116761,2,2,0,8,0,2
116762,1,0,0,6,3,2
116763,2,0,2, ,2,0
116764,2,1,2,8, , 
116765, ,3,1,2,3,2
116766,2,0,2,2,1, 
116767,0,0,0,8,0,0
116768,1,3,0,9,2, 
116769,0,3,2,2,1,2
116770,0,4,0,1,1,2
116771,2,2,0,9, ,2
116772, ,1,0,8,0,0
116773,0,4,2,2,1,1
116774, ,3,2,3,1,2
116775,2,0,1,7,1,2
116776,1, ,2,1,0,2
116777,1,0,1,1,3,0
116778,1, , ,4,2,0
116779,2, ,2,0,2, 
116780,2,1,2,0,0,0
116781,0, ,1,0,2,2
116782,0,2,1,2,1, 
116783,1,2,2,3,2,2
116784,2,1,0,8,0,0
116785,1,1, ,0,3,0
116786,0,3,0,4,0,0
116787,1,2,0,10,1,1
116788,0,0, ,9,0,0
116789,0,1,2,8,2, 
116790,2,4,1,10,1,2
116791,2,1,0,5,2,0
116792,2,0,2,1,2,0
116793,0,2,0,2,3,1
116794,2, ,1,4,2,2
116795,0,4,2, ,0,1
116796,1,1,2,0,3,2
116797,2,1,0,2,2,1
116798,0,3,0,1,3,1
116799,0,0,0,0,3,2
116800,0,4,1,5, ,1
116801,0,4,2,2,0,2
116802,0,4,2,2,1,1
116803,0,1,0,2,1,1
116804,1,3,1,1,2,0
116805,0,2,1,0,2,0
116806,2,2, ,7,2,0
116807,0,3, ,6,3,1
116808,2,4,1,7,2,2
116809, ,1,1,8,1,0
116810,1,2,2,1,3,0
116811, ,1,1, , ,2
116812,2,2, , ,0,2
116813,0,3,2,10,2, 
116814,2,3,0, ,0,1
116815,1,1,0,7,0,0
116816,1,0,2,4,3,1
116817,2,4,1,4,0,1
116818,1,0,2,4,3,0
116819,2,1,0,1,2,1
116820,1,0,1,3,3,1
116821,1,2,0,8,2,0
116822,2,4,2,9,1,2
116823, ,3,1,8, ,1
116824,2,3,1,0,3,0
116825,1,3,2,5,0,1
116826,0,3,2,8,1,0
116827,2,2,2,9,3,1
116828, ,4,1,5,0, 
116829, , , ,6,1,1
116830,1,3,1,5,2,2
116831,2,1,1,4, ,1
116832,2,1,2,5,0,1
116833,2,3,2,10,2,1
116834,1,4,0,10,0,0
116835,2,0,0,1,2,0
116836,1,3, ,1,3,0
116837,0,0,0,0,1,1
116838,1,2,1,10,2,0
116839, ,4,1,6,1,2
116840,0,2,0,9,1,2
116841,1,3,2,9,3,0
116842,1,1,2,1,3,0
116843,2,3,0,3,2,0
116844,0,2,1,1,0, 
116845,1,0,1,10,3,2
116846,0,2,1,2,2,1
116847,2,1, , ,0,2
116848,0,3,2,8,3,1
116849,0,3,2,9,1,2
116850,1,2,0,10,1,0
116851,0,3,2,3, ,2
116852,2,2,1, ,2,0
116853,0,4,2,5,2,0
116854,2,3,2,2,0,0
116855,0,1,0,2,1,0
116856,1,0,0,1,2,0
116857,2,1,1,2,2,1
116858,0,4,1,3,2,1
116859, ,3,1,7, ,2
116860,2,1,1,0,1,2
116861,2,0,2,7,3,2
116862,0,3, , ,2,0
116863,1,3,0,4,1,0
116864,0, , , ,1,1
116865,0,4,0,4,3,2
116866,0,4,0,9,1,1
116867,2,4,1,10,0,2
116868,1,0,2,2,3,2
116869,0,0,2,8, ,2
116870,0,3,1,2,0,0
116871,1,3,2,2,1,1
116872,2,4, ,7,3,1
116873,1,1,2,10, ,1
116874,1,3, ,5,0,2
116875,1,0, ,9,1, 
116876,0, ,1, ,3,2
116877,1,3,0,7,2,2
116878,2,4,0,10,2,2
116879,0,3,2,1, ,0
116880,0,4,0,6, ,1
116881,1, ,2, ,2, 
116882,0,3,2,4,0, 
116883, ,4,2,7,0,0
116884,1,1,1,9, ,1
116885, ,1,2,3,1, 
116886,0,2,1,1,0,0
116887,1,3,1, ,2,2
116888,1,0,1,4,0,1
116889,1,3,2,0,0,0
116890,2,1,2,7,1,2
116891,0,3, ,1,0,0
116892,1,4,1, ,3,0
116893,2,4,0, ,3,1
116894,2,2, ,5,2,0
116895, ,2,2,5,2,0
116896,2,2,1,3,0,0
116897,2, ,2,5,2, 
116898,2, ,0, ,1,2
116899,2, ,0,5,1,2
116900,0,3,1,8,1,1
116901,1,4,2,9,1,2
116902,2,0,1,4,1,1
116903,0,1,2,6,2,2
116904,2,2,0,0,1,1
116905,1,1,2,8,1,1
116906,2,3,0,6, , 
116907,1,0,2,4,3, 
116908,2,0,1,9,1,1
116909,1,1,0,0,0, 
116910, ,2,1,4,2,0
116911,1,4,0,4,0,1
116912,1,4,0,0,1,1
116913,0,2,0,10,3,0
116914,0,4,0,1,2,1
116915,0,3,1,8,1,0
116916,2,1,0,9, ,0
116917,2,2,0,5,2, 
116918,2,2,2,4,0,1
116919,2,4,2,9,1,1
116920,2,1,1,9,1,0
116921,2,0,1,0,0,2
116922, ,1,0,10,1,2
116923,0,3, ,7,2,0
116924,2,2,0,9,2,0
116925, ,4, ,7,3, 
116926,2,4,2,2,0,0
116927,0,3,2,3,1,0
116928,0, ,0,7,2,0
116929,0,2,0,4, ,1
116930,0,3,0,7,2,2
116931,2, ,1,5,1,0
116932, ,2,2, ,3,2
116933,1,4,0, ,2,2
116934,2,3,0,5,3,0
116935,0,0,0,7,2,0
116936,1,1, , ,0,1
116937,2,1,2,2, ,2
116938,1,1, , ,0, 
116939,0, ,1,2,1,0
116940,2,0, ,8,0,2
116941, ,4,0,7, ,0
116942,0,3,0,0,1,2
116943,2,0,2,8,0,1
116944,0,4,2, ,0,1
116945,2,0,1,9, ,1
116946,0,0,0,6,1,1
116947,1, , ,0,3,0
116948,2,4,0,5,3,2
116949,2,3,1,8,0, 
